"name","price","gross","seller"
"华为荣耀20i","1499.80","600+","疆界互联旗舰店"
"华为荣耀20i","999.00","600+","伟德手机专营店"
"华为荣耀20i","1799.00","600+","明日数码旗舰店"
"华为荣耀20i","1799.00","600+","茄子手机旗舰店"
"华为荣耀20i","999.00","500+","冰之凯盛手机专营店"
"飞利浦E258S","169.00","18万+","null"
"飞利浦E258S","159.00","1.1万+","null"
"飞利浦E258S","180.00","400+","湘桂发手机专营店"
"飞利浦E258S","178.00","100+","金诚手机专营店"
"飞利浦E258S","169.00","100+","深圳有福手机专营店"
"飞利浦E258S","169.00","90+","黑蜂手机通讯专营店"
"飞利浦E258S","168.00","30+","远帆洋手机数码专营店"
"飞利浦E258S","178.00","20+","金诚腾达手机专营店"
"飞利浦E258S","168.00","10+","致诚信达数码专营店"
"飞利浦E258S","159.00","5","老人手机旗舰店"
"飞利浦E258S","203.00","0","诺必信手机通讯专营店"
"飞利浦E258S","179.00","0","酷威手机专营店"
"飞利浦E258S","233.00","0","形派手机旗舰店"
"vivo iQOO","2098.00","21万+","vivo京东自营官方旗舰店"
"华为华为荣耀20","1089.00","71万+","荣耀京东自营旗舰店"
"AppleiPhone XS Max","7199.00","112万+","Apple产品京东自营旗舰店"
"一加7","3899.00","36万+","一加手机京东自营官方旗舰店"
"vivo iQOO","2098.00","13万+","vivo京东自营官方旗舰店"
"vivo iQOO","3498.00","11万+","vivo京东自营官方旗舰店"
"vivo iQOO","2498.00","8.4万+","vivo京东自营官方旗舰店"
"vivo iQOO","2298.00","5.1万+","vivo官方旗舰店"
"vivo iQOO","2498.00","4.2万+","vivo官方旗舰店"
"华为华为荣耀20","2189.00","69万+","荣耀京东自营旗舰店"
"华为华为荣耀20","1499.00","19万+","荣耀京东自营旗舰店"
"华为华为荣耀20","2689.00","18万+","荣耀京东自营旗舰店"
"华为华为荣耀20","1089.00","3.9万+","荣耀京东自营旗舰店"
"华为华为荣耀20","999.40","1.3万+","京铠玄手机旗舰店"
"华为华为荣耀20","1699.80","1.1万+","疆界互联旗舰店"
"AppleiPhone XS Max","9998.00","7.4万+","Apple产品京东自营旗舰店"
"AppleiPhone XS Max","3537.00","1.9万+","可多优品二手手机专营店"
"AppleiPhone XS Max","6799.00","1.8万+","佳沪手机旗舰店"
"AppleiPhone XS Max","3988.00","1.6万+","翱行二手商品专营店"
"一加7","2999.00","21万+","一加手机京东自营官方旗舰店"
"一加7","3999.00","15万+","一加手机京东自营官方旗舰店"
"一加7","4199.00","15万+","一加手机京东自营官方旗舰店"
"一加7","5199.00","15万+","一加手机京东自营官方旗舰店"
"一加7","3999.00","14万+","一加手机京东自营官方旗舰店"
"一加7","3669.00","14万+","一加手机京东自营官方旗舰店"
"vivo iQOO","4098.00","3.1万+","vivo京东自营官方旗舰店"
"华为华为荣耀20","999.80","9000+","疆界互联旗舰店"
"华为华为荣耀20","1899.00","8300+","佳沪手机旗舰店"
"华为华为荣耀20","999.00","7500+","掌视界数码旗舰店"
"华为华为荣耀20","946.00","7400+","炜东电商旗舰店"
"华为华为荣耀20","1349.00","6400+","福气多多手机旗舰店"
"华为华为荣耀20","1499.00","6300+","新松联手机旗舰店"
"华为华为荣耀20","1299.00","5100+","OKSJ手机旗舰店"
"华为华为荣耀20","999.00","4800+","佳沪手机旗舰店"
"华为华为荣耀20","2499.00","4400+","新松联手机旗舰店"
"华为华为荣耀20","1188.00","4300+","佳沪手机旗舰店"
"华为华为荣耀20","2399.00","4200+","天翼电信旗舰店"
"AppleiPhone XS Max","3699.00","1.3万+","翱行二手商品专营店"
"AppleiPhone XS Max","3279.00","1.3万+","翱行二手商品专营店"
"AppleiPhone XS Max","3398.00","1.2万+","翱行二手商品专营店"
"AppleiPhone XS Max","2479.00","1.1万+","万城优品二手手机专营店"
"AppleiPhone XS Max","3086.00","9700+","万城优品二手手机专营店"
"AppleiPhone XS Max","5868.00","9000+","新松联手机旗舰店"
"AppleiPhone XS Max","1839.00","8300+","万城优品二手手机专营店"
"AppleiPhone XS Max","5488.00","6600+","XINKE海外专营店"
"AppleiPhone XS Max","5488.00","6500+","XINKE海外专营店"
"一加7","3669.00","7.9万+","一加手机京东自营官方旗舰店"
"一加7","3199.00","7.4万+","一加手机京东自营官方旗舰店"
"一加7","4559.00","7.9万+","一加手机京东自营官方旗舰店"
"一加7","4699.00","1.8万+","一加手机京东自营官方旗舰店"
"一加7","5029.00","1.6万+","一加手机京东自营官方旗舰店"
"一加7","5469.00","8200+","一加手机京东自营官方旗舰店"
"一加7","3998.00","1700+","牧申手机旗舰店"
"一加7","3299.00","1300+","疆界互联旗舰店"
"一加7","3299.00","700+","牧申手机旗舰店"
"一加7","4999.00","700+","顺电手机旗舰店"
"vivo iQOO","2098.00","1.5万+","vivo官方旗舰店"
"vivo iQOO","2298.00","8000+","vivo官方旗舰店"
"vivo iQOO","2898.00","6800+","vivo京东自营官方旗舰店"
"vivo iQOO","3798.00","5600+","vivo官方旗舰店"
"vivo iQOO","3198.00","4000+","vivo官方旗舰店"
"vivo iQOO","3498.00","4000+","vivo兰珊专卖店"
"vivo iQOO","2598.00","3400+","vivo京东自营官方旗舰店"
"vivo iQOO","3798.00","3200+","vivo耀诚鑫专卖店"
"vivo iQOO","3218.00","2000+","vivo智美专卖店"
"vivo iQOO","2498.00","1300+","vivo耀诚鑫专卖店"
"vivo iQOO","2998.00","1200+","vivo官方旗舰店"
"vivo iQOO","2498.00","1000+","vivo兰珊专卖店"
"vivo iQOO","2298.00","700+","vivo智美专卖店"
"vivo iQOO","2098.00","500+","vivo兰珊专卖店"
"vivo iQOO","3998.00","500+","vivo京东自营官方旗舰店"
"vivo iQOO","2798.00","400+","vivo官方旗舰店"
"华为华为荣耀20","2209.80","4000+","疆界互联旗舰店"
"华为华为荣耀20","888.00","3900+","京铠玄手机旗舰店"
"华为华为荣耀20","2499.00","3800+","佳沪手机旗舰店"
"华为华为荣耀20","1899.00","3700+","炜东电商旗舰店"
"华为华为荣耀20","998.00","3200+","中益德诚手机专营店"
"华为华为荣耀20","2599.00","2900+","天翼电信旗舰店"
"华为华为荣耀20","2349.00","2900+","疆界互联旗舰店"
"华为华为荣耀20","1899.00","2800+","新松联手机旗舰店"
"华为华为荣耀20","1899.00","2800+","掌视界数码旗舰店"
"华为华为荣耀20","1399.00","2600+","新松联手机旗舰店"
"华为华为荣耀20","1699.00","2500+","OKSJ手机旗舰店"
"AppleiPhone XS Max","5399.00","6100+","泰业优品二手手机旗舰店"
"AppleiPhone XS Max","1399.00","5900+","万城优品二手手机专营店"
"AppleiPhone XS Max","3379.00","5800+","全美优品二手商品专营店"
"AppleiPhone XS Max","3638.00","5600+","福汇优品二手手机专营店"
"AppleiPhone XS Max","4549.00","5400+","扬帆二手商品专营店"
"AppleiPhone XS Max","4428.00","3500+","翱行二手商品专营店"
"AppleiPhone XS Max","4569.00","3500+","万城优品二手手机专营店"
"AppleiPhone XS Max","2599.00","3200+","万城优品二手手机专营店"
"AppleiPhone XS Max","5848.00","3100+","马上优品二手商品旗舰店"
"AppleiPhone XS Max","1888.00","3100+","福汇优品二手手机专营店"
"AppleiPhone XS Max","3499.00","3100+","万城优品二手手机专营店"
"AppleiPhone XS Max","6839.00","3000+","疆界互联旗舰店"
"华为荣耀Magic2","1689.00","21万+","荣耀京东自营旗舰店"
"一加7","4599.00","300+","疆界互联旗舰店"
"一加7","2999.00","300+","疆界互联旗舰店"
"一加7","3999.00","200+","疆界互联旗舰店"
"一加7","5299.00","100+","牧申手机旗舰店"
"一加7","5299.00","90+","疆界互联旗舰店"
"一加7","3199.00","20+","顺电旗舰店"
"一加7","4699.00","10+","新疆电信官方旗舰店"
"一加7","3148.00","0","新疆电信官方旗舰店"
"一加7","4199.00","0","null"
"一加7","4199.00","0","null"
"小米CC9e","1049.00","24万+","小米京东自营旗舰店"
"OPPOA5","699.00","21万+","OPPO京东自营官方旗舰店"
"vivo iQOO","3198.00","400+","vivo智美专卖店"
"AppleiPhone XS Max","785.00","2800+","万城优品二手手机专营店"
"AppleiPhone XS Max","3599.00","2800+","泰业优品二手手机旗舰店"
"AppleiPhone XS Max","6898.00","2800+","同达丰手机旗舰店"
"AppleiPhone XS Max","4928.00","2700+","XINKE海外专营店"
"华为荣耀Magic2","1808.00","4300+","华信通手机专营店"
"华为荣耀Magic2","1859.00","3300+","同达丰手机旗舰店"
"华为荣耀Magic2","1829.00","2700+","牧申手机旗舰店"
"华为荣耀Magic2","1788.00","2200+","聚捷联盛手机旗舰店"
"华为荣耀Magic2","1848.00","1800+","京铠玄手机旗舰店"
"华为荣耀Magic2","2349.00","1800+","掌视界数码旗舰店"
"华为荣耀Magic2","1855.00","1700+","京联通达旗舰店"
"华为荣耀Magic2","1829.80","1100+","疆界互联旗舰店"
"华为荣耀Magic2","1829.00","1100+","新松联手机旗舰店"
"华为荣耀Magic2","1799.00","800+","炜东电商旗舰店"
"华为荣耀Magic2","1858.00","800+","优爱特手机专营店"
"华为荣耀Magic2","2599.00","400+","爱优创杰手机旗舰店"
"小米CC9e","999.00","8.2万+","小米京东自营旗舰店"
"小米CC9e","999.00","6.7万+","小米京东自营旗舰店"
"小米CC9e","1099.00","1600+","疆界互联旗舰店"
"小米CC9e","1108.00","1200+","掌视界数码旗舰店"
"小米CC9e","1328.00","1100+","佳沪手机旗舰店"
"小米CC9e","1109.00","500+","聚捷联盛手机旗舰店"
"小米CC9e","1088.00","400+","华信通手机专营店"
"小米CC9e","998.00","400+","明日数码旗舰店"
"小米CC9e","1068.00","400+","同达丰手机旗舰店"
"OPPOA5","1349.00","4.1万+","OPPO京东自营官方旗舰店"
"OPPOA5","899.00","2.1万+","OPPO酷炫手机专卖店"
"OPPOA5","699.00","2.1万+","OPPO酷炫手机专卖店"
"OPPOA5","699.00","2.1万+","OPPO酷炫手机专卖店"
"OPPOA5","899.00","1.9万+","OPPO手机乐良专卖店"
"OPPOA5","699.00","1.9万+","OPPO手机乐良专卖店"
"OPPOA5","1199.00","1.9万+","OPPO手机乐良专卖店"
"OPPOA5","1199.00","1.1万+","OPPO官方直营旗舰店"
"OPPOA5","899.00","1.1万+","OPPO官方直营旗舰店"
"OPPOA5","699.00","1万+","OPPO官方直营旗舰店"
"OPPOA5","999.00","9600+","牧申手机旗舰店"
"OPPOA5","699.00","9500+","OPPO优品专卖店"
"vivo iQOO","2898.00","300+","vivo耀诚鑫专卖店"
"vivo iQOO","2098.00","300+","vivo兰珊专卖店"
"vivo iQOO","2298.00","300+","vivo智美专卖店"
"vivo iQOO","3098.00","300+","vivo智美专卖店"
"vivo iQOO","3198.00","80+","vivo兰珊专卖店"
"vivo iQOO","3498.00","70+","中国移动手机官方旗舰店"
"华为荣耀Note10","1799.00","23万+","荣耀京东自营旗舰店"
"华为荣耀Magic2","1899.00","400+","久汇通官方旗舰店"
"华为荣耀Magic2","1799.00","300+","易销科技手机专营店"
"华为荣耀Magic2","1889.00","300+","中国移动手机官方旗舰店"
"华为荣耀Magic2","1988.00","200+","众盛手机专营店"
"华为荣耀Magic2","1758.00","200+","华信通手机专营店"
"华为荣耀Magic2","2038.00","200+","银河信业手机专营店"
"华为荣耀Magic2","1798.00","200+","谷高数码手机专营店"
"小米CC9e","1699.00","300+","新松联手机旗舰店"
"小米CC9e","1088.00","200+","伟德手机专营店"
"小米CC9e","1088.00","200+","淘金手机专营店"
"小米CC9e","998.00","200+","茄子手机旗舰店"
"小米CC9e","1128.00","100+","谷高数码手机专营店"
"小米CC9e","1198.00","100+","天域手机专营店"
"小米CC9e","1088.00","80+","鹏瑶旗舰店"
"小米CC9e","1199.00","60+","华伟手机专营店"
"小米CC9e","1168.00","60+","银河信业手机专营店"
"小米CC9e","1099.00","40+","冰之凯盛手机专营店"
"小米CC9e","1099.00","40+","易销科技手机专营店"
"OPPOA5","699.00","9500+","OPPO优品专卖店"
"OPPOA5","899.00","9500+","OPPO优品专卖店"
"OPPOA5","899.00","9500+","OPPO优品专卖店"
"OPPOA5","1199.00","8900+","OPPO墨白专卖店"
"OPPOA5","1199.00","8900+","OPPO墨白专卖店"
"OPPOA5","899.00","8900+","OPPO墨白专卖店"
"OPPOA5","1199.00","8900+","OPPO墨白专卖店"
"OPPOA5","799.00","8300+","OPPO酷炫手机专卖店"
"OPPOA5","1799.00","6300+","OPPO优品专卖店"
"OPPOA5","699.00","4600+","牧申手机旗舰店"
"OPPOA5","699.00","3400+","牧申手机旗舰店"
"OPPOA5","699.00","1500+","OPPO盈毅手机专卖店"
"OPPOA5","1199.00","800+","头号卖家旗舰店"
"华为荣耀Note10","1366.00","4300+","疆界互联旗舰店"
"华为荣耀Note10","1386.00","1600+","掌视界数码旗舰店"
"华为荣耀Note10","1388.00","1300+","牧申手机旗舰店"
"华为荣耀Note10","1368.00","800+","茄子手机旗舰店"
"华为荣耀Note10","1366.00","700+","京铠玄手机旗舰店"
"华为荣耀Note10","1349.00","500+","聚捷联盛手机旗舰店"
"华为荣耀Note10","1358.00","400+","炜东电商旗舰店"
"华为荣耀Note10","1348.00","400+","华信通手机专营店"
"华为荣耀Magic2","1798.00","100+","淘金手机专营店"
"华为荣耀Magic2","2699.00","100+","银河信业手机专营店"
"华为荣耀Magic2","1838.00","100+","伟德手机专营店"
"华为荣耀Magic2","2399.00","80+","量黑手机专营店"
"华为荣耀Magic2","1888.00","70+","鹏瑶旗舰店"
"华为荣耀Magic2","1899.00","70+","天域手机专营店"
"华为荣耀Magic2","2449.00","60+","时器数码旗舰店"
"华为荣耀Magic2","2799.00","50+","华伟手机专营店"
"华为荣耀Magic2","1899.00","50+","君问手机旗舰店"
"华为荣耀Magic2","1899.00","50+","众宇通手机专营店"
"小米CC9e","1299.00","30+","京铠玄手机旗舰店"
"小米CC9e","1088.00","30+","优爱特手机专营店"
"小米CC9e","1148.00","20+","宏图手机专营店"
"OPPOA5","1799.00","600+","OPPO墨白专卖店"
"OPPOA5","699.00","500+","OPPO盈毅手机专卖店"
"OPPOA5","670.00","500+","悦粤二手商品专营店"
"OPPOA5","899.00","400+","OPPO手机乐良专卖店"
"华为荣耀Note10","1368.00","300+","淘金手机专营店"
"华为荣耀Note10","2699.00","100+","臻云商手机专营店"
"华为荣耀Note10","1499.00","100+","福气多多手机旗舰店"
"华为荣耀Note10","1288.00","100+","OKSJ手机旗舰店"
"华为荣耀Note10","1479.00","90+","爱优创杰手机旗舰店"
"小米CC9e","999.00","20+","头号卖家旗舰店"
"小米CC9e","999.00","20+","信通志远旗舰店"
"小米CC9e","1138.00","20+","宇航手机专营店"
"小米CC9e","1199.00","20+","中益德诚手机专营店"
"小米CC9e","1199.00","10+","沃晟手机专营店"
"小米CC9e","1109.00","10+","牧申手机旗舰店"
"华为荣耀Note10","1429.00","50+","众盛手机专营店"
"华为荣耀Note10","1799.00","50+","中邮展鸿手机专营店"
"华为荣耀Note10","1368.00","50+","伟德手机专营店"
"华为荣耀Note10","1399.00","40+","易销科技手机专营店"
"华为荣耀Note10","1399.00","40+","君问手机旗舰店"
"华为荣耀Note10","2299.00","20+","宇航手机专营店"
"华为荣耀Note10","2099.00","20+","佩娟手机专营店"
"华为荣耀Note10","1428.00","20+","冰之凯盛手机专营店"
"华为荣耀Note10","2199.00","10+","三杰时代手机专营店"
"华为荣耀Note10","2599.00","10+","星泰手机专营店"
"华为荣耀Note10","1798.00","10+","银河信业手机专营店"
"华为荣耀Note10","1370.00","9","华耀瑞隆手机旗舰店"
"华为荣耀Note10","1499.00","8","天域手机专营店"
"华为荣耀Note10","1899.00","8","易橙手机专营店"
"华为荣耀Note10","1389.00","8","时器数码旗舰店"
"华为荣耀Note10","1378.00","7","华飞手机专营店"
"尼凯恩（neken）EN3","129.00","17万+","尼凯恩手机旗舰店"
"尼凯恩（neken）EN3","129.00","1.9万+","尼凯恩手机旗舰店"
"尼凯恩（neken）EN3","99.00","1100+","秀碧手机专营店"
"尼凯恩（neken）EN3","129.00","800+","秀碧手机专营店"
"尼凯恩（neken）EN3","299.00","400+","尼凯恩京东自营旗舰店"
"尼凯恩（neken）EN3","99.00","10+","酷威手机专营店"
"尼凯恩（neken）EN3","139.00","10+","老人手机旗舰店"
"尼凯恩（neken）EN3","149.00","8","老人手机旗舰店"
"尼凯恩（neken）EN3","129.00","7","老人手机旗舰店"
"尼凯恩（neken）EN3","99.00","1","酷威手机专营店"
"尼凯恩（neken）EN3","99.00","1","老人手机旗舰店"
"Z5","1398.00","42万+","vivo京东自营官方旗舰店"
"尼凯恩（neken）EN3","99.00","0","老人手机旗舰店"
"尼凯恩（neken）EN3","119.00","0","老人手机旗舰店"
"Z5","1648.00","21万+","vivo京东自营官方旗舰店"
"Z5","748.00","19万+","联想手机京东自营官方旗舰店"
"Z5","1698.00","5万+","vivo官方旗舰店"
"Z5","1498.00","4.2万+","vivo官方旗舰店"
"Z5","1998.00","3.6万+","vivo京东自营官方旗舰店"
"Z5","1097.00","3.3万+","联想手机京东自营官方旗舰店"
"Z5","1598.00","2.9万+","vivo京东自营官方旗舰店"
"Z5","1598.00","2万+","vivo官方旗舰店"
"尼凯恩（neken）EN3","279.00","0","酷威手机专营店"
"尼凯恩（neken）EN3","129.00","0","酷威手机专营店"
"尼凯恩（neken）EN3","99.00","0","老人手机旗舰店"
"尼凯恩（neken）EN3","99.00","0","酷威手机专营店"
"Z5","1349.00","1.5万+","联想手机京东自营官方旗舰店"
"Z5","1598.00","1.3万+","vivo京东自营官方旗舰店"
"Z5","1798.00","4700+","vivo兰珊专卖店"
"Z5","1898.00","4300+","联想手机京东自营官方旗舰店"
"Z5","1298.00","3600+","vivo智美专卖店"
"Z5","1398.00","2000+","vivo耀诚鑫专卖店"
"Z5","759.00","1500+","鹏瑶旗舰店"
"Z5","189.00","1000+","京成手机专营店"
"Z5","748.00","900+","世云手机专营店"
"Z5","1698.00","700+","vivo官方旗舰店"
"Z5","1299.00","700+","世云手机专营店"
"Z5","1398.00","600+","vivo智美专卖店"
"Z5","2098.00","500+","vivo兰珊专卖店"
"Z5","1598.00","400+","vivo耀诚鑫专卖店"
"Z5","1039.00","200+","鹏瑶旗舰店"
"Z5","1799.00","100+","世云手机专营店"
"Z5","718.00","100+","伟德手机专营店"
"Z5","948.00","100+","世云手机专营店"
"Z5","768.00","90+","天域手机专营店"
"Z5","755.00","90+","新松联手机旗舰店"
"Z5","1488.00","90+","鹏瑶旗舰店"
"小米Max3","1299.00","20万+","小米京东自营旗舰店"
"小米Max3","978.00","3500+","掌视界数码旗舰店"
"小米Max3","1218.00","700+","淘金手机专营店"
"小米Max3","1219.00","600+","疆界互联旗舰店"
"小米Max3","968.00","600+","明日数码旗舰店"
"小米Max3","1099.00","600+","爱优创杰手机旗舰店"
"小米Max3","1999.00","500+","华信通手机专营店"
"小米Max3","968.00","400+","头号卖家旗舰店"
"小米Max3","1219.00","300+","聚捷联盛手机旗舰店"
"小米Max3","968.00","300+","鹏瑶旗舰店"
"小米Max3","1399.00","300+","久汇通官方旗舰店"
"小米Max3","1298.00","300+","天域手机专营店"
"小米Max3","630.00","200+","九九二手商品专营店"
"小米Max3","578.00","100+","创信誉二手商品专营店"
"小米Max3","499.00","100+","辰帆优品二手手机专营店"
"华为荣耀20S","1499.00","19万+","荣耀京东自营旗舰店"
"小米Max3","958.00","100+","伟德手机专营店"
"小米Max3","549.00","100+","同城帮二手商品专营店"
"华为荣耀20S","1999.00","1400+","掌视界数码旗舰店"
"华为荣耀20S","1999.00","900+","佳沪手机旗舰店"
"华为荣耀20S","1499.00","700+","新松联手机旗舰店"
"小米Max3","988.00","80+","鑫都二手手机专营店"
"小米Max3","728.00","60+","闪回二手商品专营店"
"小米Max3","1299.00","50+","沃晟手机专营店"
"小米Max3","1256.00","40+","时器数码旗舰店"
"小米Max3","1199.00","40+","万有手机专营店"
"小米Max3","789.00","30+","辰帆优品二手手机专营店"
"小米Max3","1299.00","30+","华荣信通手机专营店"
"小米Max3","1499.00","30+","星泰手机专营店"
"小米Max3","978.00","30+","创信誉二手商品专营店"
"小米Max3","999.00","30+","银河信业手机专营店"
"小米Max3","1099.00","30+","华伟手机专营店"
"小米Max3","1348.00","10+","弘朝数码旗舰店"
"华为荣耀20S","1499.00","600+","京铠玄手机旗舰店"
"华为荣耀20S","1499.80","600+","疆界互联旗舰店"
"华为荣耀20S","1999.00","600+","天翼电信旗舰店"
"小米Max3","1399.00","10+","迪信通手机专营店"
"魅族 16th Plus","1888.00","24万+","魅族京东自营旗舰店"
"小米Redmi Note8","999.00","33万+","小米京东自营旗舰店"
"华为荣耀20S","1729.00","400+","牧申手机旗舰店"
"华为荣耀20S","1729.00","200+","炜东电商旗舰店"
"华为荣耀20S","1718.00","200+","聚捷联盛手机旗舰店"
"小米Redmi Note8 Pro","1599.00","32万+","小米京东自营旗舰店"
"魅族 16th Plus","1858.00","4700+","佳沪手机旗舰店"
"魅族 16th Plus","1818.00","4100+","茄子手机旗舰店"
"魅族 16th Plus","1568.00","3300+","谷高数码手机专营店"
"魅族 16th Plus","1878.00","2600+","谷高数码手机专营店"
"魅族 16th Plus","1888.00","1200+","茄子手机旗舰店"
"小米Redmi Note8","1599.00","32万+","小米京东自营旗舰店"
"小米Redmi Note8","926.00","1.9万+","佳沪手机旗舰店"
"小米Redmi Note8","1045.00","1.2万+","佳沪手机旗舰店"
"小米Redmi Note8","1298.00","5200+","佳沪手机旗舰店"
"小米Redmi Note8","1018.00","3900+","佳沪手机旗舰店"
"小米Redmi Note8","1618.00","3900+","疆界互联旗舰店"
"小米Redmi Note8","1065.00","3600+","宏图手机专营店"
"小米Redmi Note8","1128.00","3000+","伟德手机专营店"
"华为荣耀20S","1499.00","100+","优品美手机专营店"
"华为荣耀20S","2009.00","100+","常开泰达手机专营店"
"华为荣耀20S","1549.00","100+","OKSJ手机旗舰店"
"华为荣耀20S","1779.00","100+","同达丰手机旗舰店"
"华为荣耀20S","1869.00","90+","中益德诚手机专营店"
"华为荣耀20S","1549.00","70+","京联通达旗舰店"
"华为荣耀20S","1599.00","70+","易销科技手机专营店"
"华为荣耀20S","1599.00","70+","茄子手机旗舰店"
"华为荣耀20S","2599.00","60+","普华手机专营店"
"华为Mate 30 Pro 5G","6899.00","4.8万+","华为京东自营官方旗舰店"
"小米Redmi Note8 Pro","1045.00","1.2万+","佳沪手机旗舰店"
"小米Redmi Note8 Pro","1298.00","5200+","佳沪手机旗舰店"
"小米Redmi Note8 Pro","1018.00","3900+","佳沪手机旗舰店"
"小米Redmi Note8 Pro","1618.00","3900+","疆界互联旗舰店"
"小米Redmi Note8 Pro","1065.00","3600+","宏图手机专营店"
"小米Redmi Note8 Pro","1128.00","3000+","伟德手机专营店"
"小米Redmi Note8 Pro","1298.00","2000+","伟德手机专营店"
"小米Redmi Note8 Pro","1458.00","1500+","京铠玄手机旗舰店"
"小米Redmi Note8 Pro","1408.00","1400+","茄子手机旗舰店"
"小米Redmi Note8 Pro","1479.90","1200+","京联通达旗舰店"
"小米Redmi Note8 Pro","1457.00","1100+","鹏瑶旗舰店"
"华为畅享8e青春","499.00","35万+","华为京东自营官方旗舰店"
"华为荣耀8X Max","1289.00","38万+","荣耀京东自营旗舰店"
"AppleiPhone XS","7199.00","112万+","Apple产品京东自营旗舰店"
"魅族 16th Plus","1989.00","1200+","掌视界数码旗舰店"
"小米Redmi Note8","1298.00","2000+","伟德手机专营店"
"小米Redmi Note8","1458.00","1500+","京铠玄手机旗舰店"
"小米Redmi Note8","1408.00","1400+","茄子手机旗舰店"
"小米Redmi Note8","1479.90","1200+","京联通达旗舰店"
"小米Redmi Note8","1457.00","1100+","鹏瑶旗舰店"
"小米Redmi Note8","1409.00","1000+","新松联手机旗舰店"
"小米Redmi Note8","1128.00","900+","京铠玄手机旗舰店"
"小米Redmi Note8","1448.00","900+","优爱特手机专营店"
"天语T2","79.00","35万+","天语手机京东自营官方旗舰店"
"华为荣耀20S","1599.00","50+","千瑞达手机旗舰店"
"华为荣耀20S","1699.00","40+","东呵东手机专营店"
"华为荣耀20S","1738.00","40+","伟德手机专营店"
"华为荣耀20S","1999.00","40+","众盛手机专营店"
"华为荣耀20S","2399.00","30+","星泰手机专营店"
"华为Mate 30 Pro 5G","6899.00","2.9万+","华为京东自营官方旗舰店"
"小米Redmi Note8 Pro","1409.00","1000+","新松联手机旗舰店"
"小米Redmi Note8 Pro","1448.00","900+","优爱特手机专营店"
"小米Redmi Note8 Pro","1059.00","800+","牧申手机旗舰店"
"小米Redmi Note8 Pro","1448.00","700+","明日数码旗舰店"
"小米Redmi Note8 Pro","1450.00","700+","同达丰手机旗舰店"
"小米Redmi Note8 Pro","1120.00","700+","同达丰手机旗舰店"
"小米Redmi Note8 Pro","1408.00","600+","淘金手机专营店"
"小米Redmi Note8 Pro","1089.00","600+","新松联手机旗舰店"
"小米Redmi Note8 Pro","1338.00","600+","头号卖家旗舰店"
"小米Redmi Note8 Pro","1028.00","600+","明日数码旗舰店"
"小米Redmi Note8 Pro","1479.00","500+","掌视界数码旗舰店"
"OPPOK3","1399.00","36万+","OPPO京东自营官方旗舰店"
"小米红米7","949.00","106万+","小米京东自营旗舰店"
"华为畅享8e青春","439.00","1.2万+","佳沪手机旗舰店"
"华为畅享8e青春","443.00","3400+","明日数码旗舰店"
"华为畅享8e青春","458.00","2900+","新松联手机旗舰店"
"华为荣耀8X Max","1349.00","3200+","疆界互联旗舰店"
"华为荣耀8X Max","1299.00","1000+","京铠玄手机旗舰店"
"华为荣耀8X Max","1018.00","300+","牧申手机旗舰店"
"华为荣耀8X Max","1253.00","300+","华信通手机专营店"
"华为荣耀8X Max","1599.00","200+","四维手机专营店"
"华为荣耀8X Max","1499.00","200+","信通志远旗舰店"
"AppleiPhone XS","5399.00","38万+","Apple产品京东自营旗舰店"
"AppleiPhone XS","9998.00","7.4万+","Apple产品京东自营旗舰店"
"AppleiPhone XS","9098.00","7.3万+","Apple产品京东自营旗舰店"
"AppleiPhone XS","9098.00","7万+","Apple产品京东自营旗舰店"
"AppleiPhone XS","9098.00","5万+","Apple产品京东自营旗舰店"
"AppleiPhone XS","10498.00","4.7万+","Apple产品京东自营旗舰店"
"AppleiPhone XS","10498.00","4.6万+","Apple产品京东自营旗舰店"
"AppleiPhone XS","10498.00","3.8万+","Apple产品京东自营旗舰店"
"AppleiPhone XS","3537.00","1.9万+","可多优品二手手机专营店"
"AppleiPhone XS","6799.00","1.8万+","佳沪手机旗舰店"
"小米Redmi Note8","1098.00","900+","茄子手机旗舰店"
"小米Redmi Note8","1199.00","800+","鹏瑶旗舰店"
"小米Redmi Note8","1059.00","800+","牧申手机旗舰店"
"小米Redmi Note8","1098.00","700+","淘金手机专营店"
"小米Redmi Note8","1448.00","700+","明日数码旗舰店"
"小米Redmi Note8","1450.00","700+","同达丰手机旗舰店"
"小米Redmi Note8","1120.00","700+","同达丰手机旗舰店"
"魅族 16th Plus","1899.00","800+","华信通手机专营店"
"魅族 16th Plus","1659.00","200+","闲至优品二手手机旗舰店"
"魅族 16th Plus","1875.00","60+","牧申手机旗舰店"
"魅族 16th Plus","1499.00","40+","机窝窝二手商品专营店"
"魅族 16th Plus","1599.00","20+","闲至优品二手手机旗舰店"
"魅族 16th Plus","1858.00","20+","明日数码旗舰店"
"魅族 16th Plus","1895.00","20+","牧申手机旗舰店"
"天语T2","159.00","9.8万+","思创伟业手机专营店"
"天语T2","89.00","1.3万+","天语手机京东自营官方旗舰店"
"天语T2","129.00","1600+","天语手机旗舰店"
"天语T2","119.00","1600+","天语手机旗舰店"
"天语T2","89.00","1100+","黑蜂手机通讯专营店"
"天语T2","109.00","300+","老人手机旗舰店"
"天语T2","89.00","100+","尚品手机专营店"
"华为荣耀20S","1769.00","30+","头号卖家旗舰店"
"华为荣耀20S","1999.00","30+","明日数码旗舰店"
