"name","price","gross","seller"
"华为荣耀20S","1999.00","20+","华荣信通手机专营店"
"华为荣耀20S","1999.00","20+","万有手机专营店"
"华为荣耀20S","1599.00","20+","福气多多手机旗舰店"
"华为荣耀20S","1599.00","20+","天域手机专营店"
"一加7 Pro","3899.00","36万+","一加手机京东自营官方旗舰店"
"华为Mate 30 Pro 5G","6899.00","2.7万+","华为京东自营官方旗舰店"
"华为Mate 30 Pro 5G","6899.00","1.7万+","华为京东自营官方旗舰店"
"华为Mate 30 Pro 5G","6899.00","1.5万+","华为京东自营官方旗舰店"
"小米Redmi Note8 Pro","1189.00","400+","掌视界数码旗舰店"
"小米Redmi Note8 Pro","1428.00","400+","华信通手机专营店"
"小米Redmi Note8 Pro","1485.00","300+","中益德诚手机专营店"
"华为荣耀畅玩8A","799.00","75万+","荣耀京东自营旗舰店"
"华为Mate 20 Pro","4599.00","1.6万+","疆界互联旗舰店"
"OPPOK3","1799.00","3万+","OPPO官方直营旗舰店"
"华为畅享8e青春","429.00","2600+","同达丰手机旗舰店"
"华为畅享8e青春","439.00","2000+","聚捷联盛手机旗舰店"
"华为畅享8e青春","469.00","1300+","众盛手机专营店"
"华为畅享8e青春","438.00","1000+","华信通手机专营店"
"华为畅享8e青春","438.00","600+","伟德手机专营店"
"华为畅享8e青春","535.00","600+","弘朝数码旗舰店"
"华为畅享8e青春","545.00","300+","银河信业手机专营店"
"华为畅享8e青春","449.00","200+","迪信通手机旗舰店"
"华为畅享8e青春","499.00","200+","福气多多手机旗舰店"
"小米红米7","649.00","82万+","小米京东自营旗舰店"
"小米红米7","799.00","40万+","小米京东自营旗舰店"
"小米红米7","599.00","17万+","小米京东自营旗舰店"
"小米红米7","1699.00","11万+","小米京东自营旗舰店"
"小米红米7","465.00","7万+","佳沪手机旗舰店"
"小米红米7","468.00","2.5万+","牧申手机旗舰店"
"小米红米7","926.00","1.9万+","佳沪手机旗舰店"
"小米红米7","1045.00","1.2万+","佳沪手机旗舰店"
"小米红米7","775.00","1.1万+","伟德手机专营店"
"小米红米7","769.00","1万+","明日数码旗舰店"
"华为畅享 9S","1099.00","35万+","华为京东自营官方旗舰店"
"华为荣耀8X Max","1199.00","200+","众盛手机专营店"
"华为荣耀8X Max","1099.00","200+","爱优创杰手机旗舰店"
"华为荣耀8X Max","1299.00","100+","银河信业手机专营店"
"华为荣耀8X Max","1299.00","100+","OKSJ手机旗舰店"
"华为荣耀8X Max","1809.00","100+","华耀瑞隆手机旗舰店"
"华为荣耀8X Max","1399.00","100+","福气多多手机旗舰店"
"AppleiPhone XS","3988.00","1.6万+","翱行二手商品专营店"
"AppleiPhone XS","5358.00","1.4万+","佳沪手机旗舰店"
"AppleiPhone XS","3699.00","1.3万+","翱行二手商品专营店"
"AppleiPhone XS","3279.00","1.3万+","翱行二手商品专营店"
"AppleiPhone XS","1388.00","1.2万+","可多优品二手手机专营店"
"AppleiPhone XS","3398.00","1.2万+","翱行二手商品专营店"
"AppleiPhone XS","2479.00","1.1万+","万城优品二手手机专营店"
"AppleiPhone XS","6388.00","1万+","新松联手机旗舰店"
"小米Redmi Note8","1408.00","600+","淘金手机专营店"
"小米Redmi Note8","1089.00","600+","新松联手机旗舰店"
"小米Redmi Note8","1338.00","600+","头号卖家旗舰店"
"小米Redmi Note8","1028.00","600+","明日数码旗舰店"
"小米Redmi Note8","1479.00","500+","掌视界数码旗舰店"
"小米Redmi Note8","1189.00","400+","掌视界数码旗舰店"
"魅族 16th Plus","1399.00","20+","闪回二手商品专营店"
"魅族 16th Plus","1798.00","7","月拓手机专营店"
"魅族 16th Plus","1799.00","4","华伟手机专营店"
"魅族 16th Plus","1899.00","4","天域手机专营店"
"魅族 16th Plus","1750.00","2","蚂蚁手机验机小店"
"魅族 16th Plus","1550.00","2","蚂蚁手机验机小店"
"魅族 16th Plus","1599.00","2","蚂蚁手机验机小店"
"天语T2","21.90","90+","天语手机旗舰店"
"天语T2","109.00","30+","老人手机旗舰店"
"天语T2","99.00","10+","诺必信手机通讯专营店"
"天语T2","169.00","10+","湘桂发手机专营店"
"天语T2","169.00","10+","老人手机旗舰店"
"天语T2","148.00","10+","思拓帆手机专营店"
"天语T2","89.00","9","博力杰手机专营店"
"天语T2","109.00","5","酷威手机专营店"
"一加7 Pro","3299.00","21万+","一加手机京东自营官方旗舰店"
"一加7 Pro","3999.00","15万+","一加手机京东自营官方旗舰店"
"一加7 Pro","4199.00","15万+","一加手机京东自营官方旗舰店"
"一加7 Pro","5199.00","15万+","一加手机京东自营官方旗舰店"
"一加7 Pro","3999.00","14万+","一加手机京东自营官方旗舰店"
"一加7 Pro","3669.00","14万+","一加手机京东自营官方旗舰店"
"一加7 Pro","3669.00","7.9万+","一加手机京东自营官方旗舰店"
"华为Mate 30 Pro 5G","7899.00","9200+","华为京东自营官方旗舰店"
"华为Mate 30 Pro 5G","6899.00","6700+","华为京东自营官方旗舰店"
"华为Mate 30 Pro 5G","7899.00","5000+","华为京东自营官方旗舰店"
"华为Mate 30 Pro 5G","7899.00","5000+","华为京东自营官方旗舰店"
"华为Mate 30 Pro 5G","6899.00","4500+","明日数码旗舰店"
"华为Mate 30 Pro 5G","7899.00","4300+","华为京东自营官方旗舰店"
"小米Redmi Note8 Pro","1399.00","200+","聚捷联盛手机旗舰店"
"小米Redmi Note8 Pro","1428.00","200+","冰之凯盛手机专营店"
"小米Redmi Note8 Pro","1628.00","200+","谷高数码手机专营店"
"小米Redmi Note8 Pro","1038.00","100+","优爱特手机专营店"
"华为荣耀畅玩8A","595.00","1.3万+","众盛手机专营店"
"华为荣耀畅玩8A","569.00","7200+","新松联手机旗舰店"
"华为荣耀畅玩8A","565.00","6500+","佳沪手机旗舰店"
"华为Mate 20 Pro","4599.00","6500+","掌视界数码旗舰店"
"华为Mate 20 Pro","4599.00","5400+","福气多多手机旗舰店"
"华为Mate 20 Pro","5399.00","5200+","佳沪手机旗舰店"
"华为Mate 20 Pro","4599.00","5000+","炜东电商旗舰店"
"华为Mate 20 Pro","3199.00","4100+","福气多多手机旗舰店"
"华为Mate 20 Pro","4599.00","3800+","新松联手机旗舰店"
"华为Mate 20 Pro","3199.00","3600+","新松联手机旗舰店"
"华为Mate 20 Pro","3199.00","3400+","牧申手机旗舰店"
"华为Mate 20 Pro","5899.00","3200+","臻火旗舰店"
"华为畅享8e青春","699.00","200+","千索贸易手机专营店"
"华为畅享8e青春","699.00","200+","星泰手机专营店"
"华为畅享8e青春","529.00","200+","众宇通手机专营店"
"华为畅享8e青春","478.00","100+","佩娟手机专营店"
"华为畅享8e青春","458.00","100+","华飞手机专营店"
"华为畅享8e青春","459.00","80+","宇航手机专营店"
"华为畅享8e青春","479.00","80+","安铎数码专营店"
"华为畅享8e青春","488.00","80+","莫拉克手机专营店"
"华为畅享8e青春","499.00","70+","沃晟手机专营店"
"OPPOK3","1799.00","1.7万+","OPPO酷炫手机专卖店"
"OPPOK3","1399.00","1.7万+","OPPO酷炫手机专卖店"
"OPPOK3","1799.00","1.7万+","OPPO酷炫手机专卖店"
"OPPOK3","1799.00","1.4万+","OPPO手机乐良专卖店"
"OPPOK3","1799.00","1.4万+","OPPO手机乐良专卖店"
"OPPOK3","1499.00","1.1万+","头号卖家旗舰店"
"OPPOK3","2599.00","1万+","OPPO酷炫手机专卖店"
"OPPOK3","1999.00","9300+","OPPO手机乐良专卖店"
"OPPOK3","799.00","8300+","OPPO酷炫手机专卖店"
"OPPOK3","1299.00","7200+","OPPO墨白专卖店"
"小米红米7","775.00","7400+","佳沪手机旗舰店"
"小米红米7","1048.00","6700+","同达丰手机旗舰店"
"小米红米7","529.00","6500+","佳沪手机旗舰店"
"小米红米7","1049.00","5300+","新松联手机旗舰店"
"小米红米7","529.00","4700+","明日数码旗舰店"
"小米红米7","919.00","3900+","新松联手机旗舰店"
"小米红米7","1065.00","3600+","宏图手机专营店"
"小米红米7","538.00","3400+","伟德手机专营店"
"小米红米7","1038.00","3300+","明日数码旗舰店"
"小米红米7","1038.00","3100+","疆界互联旗舰店"
"华为畅享 9S","879.00","3.7万+","华为京东自营官方旗舰店"
"华为畅享 9S","799.00","1.1万+","众盛手机专营店"
"华为畅享 9S","929.00","9600+","聚捷联盛手机旗舰店"
"华为畅享 9S","999.00","3400+","京铠玄手机旗舰店"
"华为畅享 9S","969.00","1700+","众盛手机专营店"
"华为畅享 9S","999.00","1700+","千瑞达手机旗舰店"
"华为畅享 9S","999.00","1400+","京联通达旗舰店"
"华为畅享 9S","958.00","1300+","佳沪手机旗舰店"
"华为畅享 9S","969.00","1000+","众盛手机专营店"
"华为荣耀8X Max","1399.00","100+","臻云商手机专营店"
"华为荣耀8X Max","1999.00","100+","聚捷联盛手机旗舰店"
"华为荣耀8X Max","1399.00","100+","中益德诚手机专营店"
"华为荣耀8X Max","999.00","100+","伟德手机专营店"
"华为荣耀8X Max","1299.00","100+","易销科技手机专营店"
"华为荣耀8X Max","1399.00","60+","时器数码旗舰店"
"华为荣耀8X Max","1138.00","40+","宇航手机专营店"
"AppleiPhone XS","3086.00","9700+","万城优品二手手机专营店"
"AppleiPhone XS","5868.00","9000+","新松联手机旗舰店"
"AppleiPhone XS","1839.00","8300+","万城优品二手手机专营店"
"AppleiPhone XS","705.00","7300+","泰业优品二手手机旗舰店"
"AppleiPhone XS","699.00","6900+","泰业优品二手手机旗舰店"
"AppleiPhone XS","5488.00","6600+","XINKE海外专营店"
"AppleiPhone XS","1240.00","6500+","泰业优品二手手机旗舰店"
"AppleiPhone XS","5488.00","6500+","XINKE海外专营店"
"魅族 16th Plus","1950.00","1","真不同手机验机小店"
"魅族 16th Plus","1566.00","1","蚂蚁手机验机小店"
"魅族 16th Plus","1499.00","1","蚂蚁手机验机小店"
"魅族 16th Plus","1699.00","1","蚂蚁手机验机小店"
"魅族 16th Plus","2200.00","1","真不同手机验机小店"
"一加7 Pro","3199.00","7.4万+","一加手机京东自营官方旗舰店"
"一加7 Pro","4559.00","7.9万+","一加手机京东自营官方旗舰店"
"一加7 Pro","4699.00","1.8万+","一加手机京东自营官方旗舰店"
"一加7 Pro","5029.00","1.6万+","一加手机京东自营官方旗舰店"
"华为Mate 30 Pro 5G","7899.00","3200+","华为京东自营官方旗舰店"
"华为荣耀畅玩8A","599.00","3400+","京铠玄手机旗舰店"
"华为荣耀畅玩8A","599.00","2700+","OKSJ手机旗舰店"
"华为荣耀畅玩8A","562.00","2200+","明日数码旗舰店"
"华为Mate 20 Pro","3999.00","2100+","千瑞达手机旗舰店"
"华为Mate 20 Pro","4599.00","2100+","聚捷联盛手机旗舰店"
"华为Mate 20 Pro","3588.00","2100+","牧申手机旗舰店"
"华为Mate 20 Pro","2568.00","2000+","聚捷联盛手机旗舰店"
"华为Mate 20 Pro","2888.00","1800+","诚嘉优品二手手机专营店"
"华为畅享8e青春","519.00","60+","君问手机旗舰店"
"华为畅享8e青春","457.00","60+","天域手机专营店"
"华为畅享8e青春","458.00","40+","华飞手机专营店"
"OPPOK3","2049.00","7100+","OPPO墨白专卖店"
"OPPOK3","1499.00","6900+","牧申手机旗舰店"
"OPPOK3","1999.00","6500+","OPPO酷炫手机专卖店"
"OPPOK3","1799.00","6500+","OPPO优品专卖店"
"小米红米7","769.00","2900+","掌视界数码旗舰店"
"小米红米7","559.00","2500+","宏图手机专营店"
"小米红米7","958.00","2400+","明日数码旗舰店"
"小米红米7","758.00","2100+","淘金手机专营店"
"小米红米7","768.00","1700+","同达丰手机旗舰店"
"小米红米7","1095.00","1600+","掌视界数码旗舰店"
"小米红米7","775.00","1500+","华信通手机专营店"
"小米红米7","948.00","1400+","伟德手机专营店"
"华为畅享 9S","998.00","1000+","新松联手机旗舰店"
"华为畅享 9S","1049.00","800+","常开泰达手机专营店"
"华为畅享 9S","999.00","800+","掌视界数码旗舰店"
"华为畅享 9S","948.00","500+","炜东电商旗舰店"
"华为畅享 9S","978.00","400+","OKSJ手机旗舰店"
"华为畅享 9S","999.00","400+","牧申手机旗舰店"
"华为畅享 9S","729.00","400+","佩娟手机专营店"
"华为畅享 9S","968.00","300+","久汇通官方旗舰店"
"华为畅享 9S","969.00","300+","同达丰手机旗舰店"
"华为荣耀8X Max","1399.00","40+","千索贸易手机专营店"
"华为荣耀8X Max","1429.00","40+","华伟手机专营店"
"华为荣耀8X Max","1299.00","40+","东呵东手机专营店"
"华为荣耀8X Max","1108.00","30+","安铎数码专营店"
"华为荣耀8X Max","998.00","20+","华飞手机专营店"
"华为荣耀8X Max","1398.00","20+","天域手机专营店"
"华为荣耀8X Max","1399.00","20+","明日数码旗舰店"
"AppleiPhone XS","1999.00","6200+","泰业优品二手手机旗舰店"
"AppleiPhone XS","1289.00","6100+","泰业优品二手手机旗舰店"
"AppleiPhone XS","5399.00","6100+","泰业优品二手手机旗舰店"
"魅族 16th Plus","1580.00","1","蚂蚁手机验机小店"
"魅族 16th Plus","2099.00","1","真不同手机验机小店"
"魅族 16th Plus","3498.00","0","null"
"魅族 16th Plus","1699.00","0","蚂蚁手机验机小店"
"一加7 Pro","5469.00","8200+","一加手机京东自营官方旗舰店"
"一加7 Pro","3998.00","1700+","牧申手机旗舰店"
"华为Mate 30 Pro 5G","7899.00","3100+","华为京东自营官方旗舰店"
"华为Mate 30 Pro 5G","6899.00","3000+","福气多多手机旗舰店"
"华为Mate 30 Pro 5G","6899.00","3000+","掌视界数码旗舰店"
"华为荣耀畅玩8A","599.00","1600+","普华手机专营店"
"华为荣耀畅玩8A","1099.00","1200+","星泰手机专营店"
"华为荣耀畅玩8A","586.90","900+","欧霖爵手机旗舰店"
"华为荣耀畅玩8A","599.00","800+","掌视界数码旗舰店"
"华为荣耀畅玩8A","578.00","700+","伟德手机专营店"
"华为荣耀畅玩8A","588.00","500+","优爱特手机专营店"
"华为荣耀畅玩8A","579.00","500+","同达丰手机旗舰店"
"华为荣耀畅玩8A","599.00","500+","宇航手机专营店"
"华为Mate 20 Pro","3999.00","1800+","天翼电信旗舰店"
"华为Mate 20 Pro","2959.00","1700+","闲至优品二手手机旗舰店"
"华为Mate 20 Pro","4599.00","1700+","优品美手机专营店"
"华为Mate 20 Pro","3999.00","1300+","OKSJ手机旗舰店"
"华为Mate 20 Pro","2899.00","1200+","发动机优品二手手机专营店"
"华为Mate 20 Pro","4899.00","1200+","优爱特手机专营店"
"华为Mate 20 Pro","3078.00","1200+","新松联手机旗舰店"
"华为Mate 20 Pro","3999.00","1100+","久汇通官方旗舰店"
"华为Mate 20 Pro","7899.00","1000+","久汇通官方旗舰店"
"华为畅享8e青春","499.00","40+","沃晟手机专营店"
"华为畅享8e青春","699.00","40+","华荣信通手机专营店"
"华为畅享8e青春","469.00","20+","银河信业专营店"
"华为畅享8e青春","448.00","20+","牧申手机旗舰店"
"华为畅享8e青春","799.00","10+","迪信通手机专营店"
"OPPOK3","1999.00","4200+","OPPO手机乐良专卖店"
"OPPOK3","1299.00","3100+","OPPO墨白专卖店"
"华为畅享 9S","999.00","300+","疆界互联旗舰店"
"华为畅享 9S","899.00","300+","众盛手机专营店"
"华为畅享 9S","1799.00","300+","明日数码旗舰店"
"华为畅享 9S","1299.00","200+","中国移动手机官方旗舰店"
"华为畅享 9S","1015.00","200+","迪信通手机旗舰店"
"华为畅享 9S","999.00","200+","众宇通手机专营店"
"华为畅享 9S","1499.00","100+","臻火旗舰店"
"华为畅享 9S","1099.00","100+","臻火旗舰店"
"华为畅享 9S","949.00","100+","施霖手机专营店"
"华为荣耀8X Max","1369.00","20+","沪淼手机专营店"
"华为荣耀8X Max","1499.00","10+","三杰时代手机专营店"
"华为荣耀8X Max","1499.00","10+","继跃通信手机专营店"
"一加7 Pro","4999.00","700+","顺电手机旗舰店"
"一加7 Pro","4599.00","300+","疆界互联旗舰店"
"一加7 Pro","3999.00","200+","疆界互联旗舰店"
"一加7 Pro","5299.00","100+","牧申手机旗舰店"
"一加7 Pro","5299.00","90+","疆界互联旗舰店"
"一加7 Pro","3199.00","20+","顺电旗舰店"
"一加7 Pro","4699.00","10+","新疆电信官方旗舰店"
"华为Mate 30 Pro 5G","7899.00","2400+","华为京东自营官方旗舰店"
"华为Mate 30 Pro 5G","6899.00","2300+","臻火旗舰店"
"华为Mate 30 Pro 5G","6899.00","1500+","OKSJ手机旗舰店"
"华为Mate 30 Pro 5G","6899.00","1100+","新松联手机旗舰店"
"华为Mate 30 Pro 5G","6399.00","1000+","久汇通官方旗舰店"
"华为Mate 30 Pro 5G","6899.00","1000+","炜东电商旗舰店"
"华为荣耀畅玩8A","599.00","500+","炜东电商旗舰店"
"华为荣耀畅玩8A","799.00","400+","易销科技手机专营店"
"华为荣耀畅玩8A","599.00","400+","华飞手机专营店"
"华为荣耀畅玩8A","579.00","300+","牧申手机旗舰店"
"华为荣耀畅玩8A","999.00","300+","豫穆手机专营店"
"华为荣耀畅玩8A","799.00","200+","华荣信通手机专营店"
"华为Mate 20 Pro","5799.00","900+","同达丰手机旗舰店"
"华为Mate 20 Pro","2499.00","700+","全美优品二手商品专营店"
"华为Mate 20 Pro","6899.00","700+","疆界互联旗舰店"
"华为Mate 20 Pro","6409.00","700+","同达丰手机旗舰店"
"华为Mate 20 Pro","4599.00","700+","头号卖家旗舰店"
"OPPOK3","1299.00","3100+","OPPO墨白专卖店"
"OPPOK3","1999.00","3000+","头号卖家旗舰店"
"华为畅享 9S","976.00","100+","冰之凯盛手机专营店"
"华为畅享 9S","959.00","100+","伟德手机专营店"
"华为Mate 30 Pro 5G","7899.00","700+","头号卖家旗舰店"
"华为荣耀畅玩8A","799.00","200+","千瑞达手机旗舰店"
"华为荣耀畅玩8A","599.80","200+","疆界互联旗舰店"
"华为荣耀畅玩8A","599.00","200+","淘金手机专营店"
"华为荣耀畅玩8A","999.00","100+","华伟手机专营店"
"华为荣耀畅玩8A","599.00","100+","众宇通手机专营店"
"华为荣耀畅玩8A","599.00","100+","茄子手机旗舰店"
"华为荣耀畅玩8A","589.00","100+","佩娟手机专营店"
"华为荣耀畅玩8A","649.00","100+","天域手机专营店"
"OPPOK3","1999.00","2800+","OPPO优品专卖店"
"华为Mate 30 Pro 5G","6899.00","700+","疆界互联旗舰店"
"华为Mate 30 Pro 5G","6899.10","700+","京联通达旗舰店"
"华为Mate 30 Pro 5G","6409.00","700+","同达丰手机旗舰店"
"华为Mate 30 Pro 5G","7899.00","500+","佳沪手机旗舰店"
"华为Mate 30 Pro 5G","6899.00","300+","迪信通官方旗舰店"
"华为Mate 30 Pro 5G","6899.00","200+","中国移动手机官方旗舰店"
"华为Mate 30 Pro 5G","6899.00","100+","聚捷联盛手机旗舰店"
"OPPOK3","1799.00","2100+","OPPO优品专卖店"
"OPPOK3","1899.00","1700+","牧申手机旗舰店"
"OPPOK3","1899.00","1200+","OPPO墨白专卖店"
"OPPOK3","2799.00","1200+","头号卖家旗舰店"
"OPPOK3","1499.00","900+","牧申手机旗舰店"
"OPPOK3","2499.00","800+","东呵东手机专营店"
"OPPOK3","1999.00","600+","OPPO优品专卖店"
"OPPOK3","1799.00","500+","OPPO官方直营旗舰店"
"OPPOK3","1799.00","500+","OPPO手机乐良专卖店"
"Z5x","1398.00","42万+","vivo京东自营官方旗舰店"
"华为Mate 20","2699.00","43万+","华为京东自营官方旗舰店"
"Z5x","1698.00","5万+","vivo官方旗舰店"
"Z5x","1498.00","4.2万+","vivo官方旗舰店"
"Z5x","1798.00","4700+","vivo兰珊专卖店"
"Apple iPhone 8","4199.00","200万+","Apple产品京东自营旗舰店"
"AppleiPhone 8 Plus","4199.00","200万+","Apple产品京东自营旗舰店"
"小米小米9","949.00","106万+","小米京东自营旗舰店"
"华为Mate 20","1617.00","4.6万+","华为京东自营官方旗舰店"
"华为Mate 20","5999.00","2.2万+","华为京东自营官方旗舰店"
"Z5x","1298.00","3600+","vivo智美专卖店"
"Z5x","1398.00","2000+","vivo耀诚鑫专卖店"
"Z5x","1998.00","0","享换机"
"华为畅享9","1399.00","60万+","华为京东自营官方旗舰店"
"Apple iPhone 8","3299.00","153万+","Apple产品京东自营旗舰店"
"Apple iPhone 8","4138.00","4.2万+","佳沪手机旗舰店"
"Apple iPhone 8","3199.00","3.1万+","佳沪手机旗舰店"
"Apple iPhone 8","3168.00","2.6万+","同达丰手机旗舰店"
"Apple iPhone 8","1899.00","2.4万+","好机汇二手商品专营店"
"小米Redmi 红米Note7 Pro","1045.00","1.2万+","佳沪手机旗舰店"
"飞利浦E163K","129.00","24万+","飞利浦手机京东自营旗舰店"
"AppleiPhone XR","4899.00","211万+","Apple产品京东自营旗舰店"
"AppleiPhone 8 Plus","4138.00","4.2万+","佳沪手机旗舰店"
"小米小米9","999.00","44万+","小米京东自营旗舰店"
"小米小米9","799.00","40万+","小米京东自营旗舰店"
"小米小米9","999.00","33万+","小米京东自营旗舰店"
"华为Mate 20","4999.00","1.8万+","华为京东自营官方旗舰店"
"华为Mate 20","4599.00","1.6万+","疆界互联旗舰店"
"华为Mate 20","2699.00","1万+","炜东电商旗舰店"
"华为Mate 20","2899.00","7100+","明日数码旗舰店"
"华为Mate 20","4599.00","6500+","掌视界数码旗舰店"
"华为畅享9","999.00","44万+","华为京东自营官方旗舰店"
"华为畅享9","1099.00","35万+","华为京东自营官方旗舰店"
"华为畅享9","499.00","35万+","华为京东自营官方旗舰店"
"华为畅享9","1299.00","13万+","华为京东自营官方旗舰店"
"小米Redmi 8A","799.00","82万+","小米京东自营旗舰店"
"Apple iPhone 8","2539.00","2.4万+","经典二手商品专营店"
"Apple iPhone 8","2559.00","2.3万+","经典二手商品专营店"
"小米Redmi 红米Note7 Pro","1048.00","6700+","同达丰手机旗舰店"
"小米Redmi 红米Note7 Pro","1049.00","5300+","新松联手机旗舰店"
"飞利浦E163K","129.00","2.9万+","飞利浦手机京东自营旗舰店"
"AppleiPhone XR","4798.00","3.9万+","佳沪手机旗舰店"
"AppleiPhone XR","4888.00","3.3万+","明日数码旗舰店"
"AppleiPhone XR","4815.00","1.6万+","牧申手机旗舰店"
"AppleiPhone XR","4478.00","1.5万+","新松联手机旗舰店"
"华为nova 4e","1299.00","26万+","华为京东自营官方旗舰店"
"AppleiPhone 8 Plus","3199.00","3.1万+","佳沪手机旗舰店"
"小米小米9","1599.00","32万+","小米京东自营旗舰店"
"小米小米9","1799.00","27万+","小米京东自营旗舰店"
"小米小米9","749.00","19万+","小米京东自营旗舰店"
"华为Mate 20","3699.00","5600+","掌视界数码旗舰店"
"华为畅享9","849.00","13万+","华为京东自营官方旗舰店"
"华为畅享9","879.00","3.7万+","华为京东自营官方旗舰店"
"华为畅享9","1399.00","2.2万+","null"
"小米Redmi 8A","2499.00","56万+","小米京东自营旗舰店"
"小米Redmi 8A","749.00","19万+","小米京东自营旗舰店"
"小米Redmi 8A","599.00","17万+","小米京东自营旗舰店"
"Apple iPhone 8","6388.00","2万+","中国移动手机官方旗舰店"
"Apple iPhone 8","4138.00","1.6万+","同达丰手机旗舰店"
"Apple iPhone 8","1439.00","1.4万+","扬帆二手商品专营店"
"小米Redmi 红米Note7 Pro","919.00","3900+","新松联手机旗舰店"
"小米Redmi 红米Note7 Pro","1065.00","3600+","宏图手机专营店"
"小米Redmi 红米Note7 Pro","1038.00","3300+","明日数码旗舰店"
"小米Redmi 红米Note7 Pro","1038.00","3100+","疆界互联旗舰店"
"小米Redmi 红米Note7 Pro","1095.00","1600+","掌视界数码旗舰店"
"飞利浦E163K","129.00","1.3万+","飞利浦手机京东自营旗舰店"
"飞利浦E163K","125.40","700+","酷威手机专营店"
"飞利浦E163K","139.00","200+","金诚手机专营店"
"飞利浦E163K","199.00","100+","天翼电信旗舰店"
"realmeX","1199.00","24万+","realme真我京东自营旗舰店"
"AppleiPhone XR","4858.00","8900+","同达丰手机旗舰店"
"AppleiPhone XR","4838.00","6900+","炜东电商旗舰店"
"AppleiPhone XR","4299.00","5100+","疆界互联旗舰店"
"AppleiPhone XR","4539.00","4100+","鹏瑶旗舰店"
"华为nova 4e","1199.00","1万+","京铠玄手机旗舰店"
"华为nova 4e","1168.00","9500+","掌视界数码旗舰店"
"华为nova 4e","1188.00","7800+","炜东电商旗舰店"
"华为nova 4e","1199.00","6900+","福气多多手机旗舰店"
"AppleiPhone 8 Plus","3168.00","2.6万+","同达丰手机旗舰店"
"AppleiPhone 8 Plus","1899.00","2.4万+","好机汇二手商品专营店"
"AppleiPhone 8 Plus","2539.00","2.4万+","经典二手商品专营店"
"小米小米9","1799.00","17万+","小米京东自营旗舰店"
"华为Mate 20","4599.00","5400+","福气多多手机旗舰店"
"华为Mate 20","5399.00","5200+","佳沪手机旗舰店"
"华为Mate 20","4599.00","5000+","炜东电商旗舰店"
"华为畅享9","899.00","1.8万+","华为京东自营官方旗舰店"
"华为畅享9","828.00","1.7万+","伟德手机专营店"
"华为畅享9","1198.00","1.2万+","掌视界数码旗舰店"
"小米Redmi 8A","2399.00","11万+","小米京东自营旗舰店"
"小米Redmi 8A","468.00","2.5万+","牧申手机旗舰店"
"小米Redmi 8A","679.00","7300+","佳沪手机旗舰店"
"小米Redmi 8A","679.00","1600+","明日数码旗舰店"
"Apple iPhone 8","1818.00","1.3万+","翱行二手商品专营店"
"Apple iPhone 8","4188.00","1.1万+","新松联手机旗舰店"
"Apple iPhone 8","2479.00","1.1万+","万城优品二手手机专营店"
"小米Redmi 红米Note7 Pro","818.00","1300+","华信通手机专营店"
"小米Redmi 红米Note7 Pro","1049.00","1300+","聚捷联盛手机旗舰店"
"小米Redmi 红米Note7 Pro","1059.00","800+","牧申手机旗舰店"
"飞利浦E163K","139.00","100+","黑蜂手机通讯专营店"
"飞利浦E163K","139.00","70+","金诚腾达手机专营店"
"飞利浦E163K","139.00","20+","老人手机旗舰店"
"飞利浦E163K","139.00","10+","恒润手机专营店"
"realmeX","1869.00","9.3万+","realme真我京东自营旗舰店"
"AppleiPhone XR","5599.00","3300+","弘朝数码旗舰店"
"AppleiPhone XR","5999.00","3200+","Apple晨星泰合专卖店"
"AppleiPhone XR","4988.00","3100+","中国移动手机官方旗舰店"
"华为nova 4e","1178.00","5500+","疆界互联旗舰店"
"华为nova 4e","1179.00","4300+","京联通达旗舰店"
"华为nova 4e","1399.00","3800+","鹏路网络手机旗舰店"
"AppleiPhone 8 Plus","6388.00","2万+","中国移动手机官方旗舰店"
"AppleiPhone 8 Plus","4138.00","1.6万+","同达丰手机旗舰店"
"AppleiPhone 8 Plus","1818.00","1.3万+","翱行二手商品专营店"
"AppleiPhone 8 Plus","4188.00","1.1万+","新松联手机旗舰店"
"小米小米9","599.00","17万+","小米京东自营旗舰店"
"小米小米9","1699.00","11万+","小米京东自营旗舰店"
"小米小米9","2999.00","10万+","小米京东自营旗舰店"
"华为Mate 20","3199.00","4100+","福气多多手机旗舰店"
"华为Mate 20","9999.00","4000+","华为京东自营官方旗舰店"
"华为畅享9","799.00","1.1万+","众盛手机专营店"
"华为畅享9","1199.00","1万+","null"
"华为畅享9","929.00","9600+","聚捷联盛手机旗舰店"
"华为畅享9","818.00","8200+","佳沪手机旗舰店"
"小米Redmi 8A","679.00","1000+","淘金手机专营店"
"小米Redmi 8A","468.00","800+","牧申手机旗舰店"
"小米Redmi 8A","678.00","600+","伟德手机专营店"
"小米Redmi 8A","666.00","300+","疆界互联旗舰店"
"Apple iPhone 8","2689.00","1.1万+","翱行二手商品专营店"
"Apple iPhone 8","1896.00","1万+","扬帆二手商品专营店"
"Apple iPhone 8","3086.00","9700+","万城优品二手手机专营店"
"Apple iPhone 8","1158.00","8500+","扬帆二手商品专营店"
"Apple iPhone 8","1839.00","8300+","万城优品二手手机专营店"
"小米Redmi 红米Note7 Pro","1045.00","800+","茄子手机旗舰店"
"小米Redmi 红米Note7 Pro","1099.00","700+","鹏瑶旗舰店"
